w,x,y,z,time
0.9630494528707465,-0.04266588347201067,-0.05697225019759763,0.25974898733263757,20.208648704
0.963028829915015,-0.04272373680584794,-0.05720873254132538,0.25976396206340213,20.288617728
0.9628073781177708,-0.04290305684793508,-0.05712833641208519,0.2605717435446031,20.36858688
0.9621655936718325,-0.043155755189814744,-0.057525517943621436,0.2628036642313893,20.448556032000003
0.9616820120095593,-0.043330921833215144,-0.05616100777186746,0.26483217364281425,20.528525184000003
0.960220646820252,-0.04359726119391083,-0.05581632654764969,0.2701113213606802,20.608494208
0.9587876314959801,-0.043732484250878736,-0.05556616282998295,0.2751838459283665,20.68846336
0.9575737929741438,-0.044164721954054575,-0.05512454486769809,0.27939791140407955,20.768432512
0.9559189038995638,-0.04591332672969616,-0.055152084726445456,0.28472664635821443,20.848401536
0.9539432576299174,-0.04542479371665331,-0.0540452814154078,0.29156124038518894,20.928370688
0.9502023611628668,-0.0468520943239958,-0.0532509351143587,0.3034545962865195,21.00833984
0.9458593038986974,-0.0478933335095472,-0.054616073677404155,0.31634394308992136,21.088308864
0.9428316014568249,-0.04896842194571851,-0.05475371976551798,0.32507336882363047,21.168278003
